canonical_form_id,court_type,form_number,official_title,procedure_stage,official_source_result,source_revision_status,required_structured_fact,user_facing_status,classification,reason
"327b84b1-fe3e-41e3-9e81-bace8e25d5af","family","Form 20.2","Request for Information","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"42016bdf-d31d-499e-866a-134c4d155bf7","family","Form 20A","Authorization to Commissioner","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"9f53bb45-316a-43c7-81d8-e37cc1bcd341","family","Form 20A","Request for Information","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"98be3442-906f-4fac-9ecb-69b2c535e9e3","family","Form 20B","Letter of Request","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"6f57defb-76a4-41bc-96d0-8285e1e2dbc2","family","Form 20B","Request for Information","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"10ab1d63-2171-4efa-9010-02712a34227a","family","Form 22","Admission or Request to Admit","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"20f18364-77bb-4e0e-bfaf-fca69be02b86","family","Form 22","Request to Admit","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"7ba46ba9-3504-4641-b01b-38708f3a654d","family","Form 22A","Admission or Request to Admit","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"851b984b-fd0f-4b72-8b4a-e9c5bdd66e3a","family","Form 22A","Response to Request to Admit","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"cd0142ee-2b50-4ced-87a5-bd2236e40516","family","Form 23","Summons to Witness","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"3f59d9be-af8c-4c53-8a0d-7a2443dc194f","family","Form 23A","Summons to Witness outside Ontario","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"c003402f-667b-442a-a954-d51aa67d6581","family","Form 23B","Affidavit for Filing Domestic Contract","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"97a946b2-d3bd-4d37-9b4d-fc5644403087","family","Form 23B","Order for Prisoner’s Attendance","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"c3883a2e-2e38-41fc-b7d1-c3320e291344","family","Form 23C","Affidavit for Uncontested Trial","trial","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"c039acde-ad7a-47ca-8059-c268d16d0a8b","family","Form 23C","Domestic Contract or Agreement Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"88e30ef8-9241-4edd-b21e-55a80f2003d8","family","Form 25","Order","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"9ee85671-ec0e-4f02-9138-709fc2acf91f","family","Form 25","Order (General)","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"5631e93d-ba5d-4a32-ba34-745c1404753a","family","Form 25A","A- Divorce Order (one page)","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"82845f30-41f0-4a11-81ac-9273633f81e2","family","Form 25A","Divorce Order","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"b6c4134e-1668-4c07-a89e-9fcd7707ddc3","family","Form 25B","Draft Order","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"54777d38-ddf6-4a94-be3c-f518aa89b2ed","family","Form 25B","Secure treatment order","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"4dc013d2-549d-4f50-9808-05affd9a9f0c","family","Form 25C","Adoption order","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"d4333a87-a8d4-4d47-808a-dfa1b60ede7a","family","Form 25D","Order (Uncontested Trial)","trial","verified-catalogue-source","Dec. 1, 2020","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"008797e8-8180-4ca5-8487-b975bfd91c2d","family","Form 25D","Support Deduction Order","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"87eb6199-d3fe-4247-a2ca-ded1ed3a4a1e","family","Form 25E","Notice Disputing Approval of Order","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"d3efff51-a0a2-43c9-a64a-fe927163f14b","family","Form 25F","Restraining Order","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"33931f9b-db44-4303-9e06-fd3f0b440879","family","Form 25G","Order Terminating Restraining Order","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"947edd92-282d-4aae-8f86-c0fd825d24eb","family","Form 25G","Restraining Order on Motion without Notice","motion","verified-catalogue-source","Sept. 1, 2009","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"c8b3fd3d-721c-4c02-9416-86eb4934ca14","family","Form 25H","Order Changing Restraining Order","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"a21c5b7f-d127-4ee5-8239-7c2e0532d3db","family","Form 25H","Order Terminating Restraining Order","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"18ceb9fd-b891-4630-a369-b4f59adb7c5b","family","Form 26","Statement of Money Owed","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"5597a831-e5b6-42d5-825c-eeb4a350c77f","family","Form 26","Support Deduction Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"c5c5cb7c-d617-4e0f-9bdf-d351d33e8af7","family","Form 26A","Affidavit of Enforcement Expenses","enforcement","verified-catalogue-source","April 12, 2016","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"9ec5ee3f-cc26-4032-8e52-784b188109a8","family","Form 26A","Support Deduction Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"6fa56aec-3d0a-48ed-b725-d9186c7e4754","family","Form 26B","Affidavit for Filing Domestic Contract with Court","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"2817b836-4dc8-4a48-825a-bf97c6ce96d3","family","Form 26B","Support Deduction Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"15711dc5-a6e6-4c12-b9c1-b1d9a982efc3","family","Form 26C","Notice of Transfer of Enforcement","enforcement","verified-catalogue-source","April 12, 2016","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"e8cc0d46-24e0-4064-b791-68007f0c3701","family","Form 26C","Support Deduction Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"7125bedf-0307-492c-949f-3083734b1a12","family","Form 26D","Affidavit for Filing Family Arbitration Award for Support with Court","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"232d5817-e2d1-4960-a5c6-9d358d84d60e","family","Form 27","Enforcement Form","enforcement","ambiguous-official-identity","April 12, 2016","","user-facing catalogue record","provenance-missing","Official page form number matched, but the page title does not exactly match the catalogue title."
"550485f7-1caf-4abc-93b4-55e2e196378c","family","Form 27","Request for Financial Statement","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"42e5c374-4f93-4542-99ca-2de1145d8828","family","Form 27A","Enforcement Form","enforcement","ambiguous-official-identity","April 12, 2016","","user-facing catalogue record","provenance-missing","Official page form number matched, but the page title does not exactly match the catalogue title."
"b5749ae0-29a6-4b44-a8ec-e7fffaa1766e","family","Form 27A","Request for Statement of Income","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"ab1f9c76-2d70-4798-bcd8-77080920e906","family","Form 27B","Enforcement Form","enforcement","ambiguous-official-identity","Sept. 1, 2005","","user-facing catalogue record","provenance-missing","Official page form number matched, but the page title does not exactly match the catalogue title."
"1a3264fb-5758-4567-a720-4263c122869f","family","Form 27B","Statement of Income from Income Source","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"bb3162bb-9820-45d0-880e-08585ac97274","family","Form 27C","Appointment for Financial Examination","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"4c566883-1256-47ce-bedb-381a0aabae69","family","Form 27C","Enforcement Form","enforcement","ambiguous-official-identity","April 12, 2016","","user-facing catalogue record","provenance-missing","Official page form number matched, but the page title does not exactly match the catalogue title."
"a48e2d14-0d7d-47fe-bed4-3c2f04b64652","family","Form 28","Continuing Record / Trial Record Form","trial","ambiguous-official-identity","April 12, 2016","","user-facing catalogue record","provenance-missing","Official page form number matched, but the page title does not exactly match the catalogue title."
"6f7b1e2e-e5c7-454d-8b4a-00cbd0966f3b","family","Form 28","Writ of Seizure and Sale","enforcement","verified-catalogue-source","April 12, 2016","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"40cf81b9-29a4-428c-b2a9-929c5d4e4309","family","Form 28A","Continuing Record / Trial Record Form","trial","ambiguous-official-identity","Sept. 1, 2005","","user-facing catalogue record","provenance-missing","Official page form number matched, but the page title does not exactly match the catalogue title."
"0fac8399-8f12-4704-9c8b-5ca70166c0e3","family","Form 28A","Request for Writ of Seizure and Sale","enforcement","verified-catalogue-source","Sept. 1, 2005","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"6a3f3b5e-ec1b-4dfb-894f-669d13cf10bc","family","Form 28B","Statutory","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"a16a99a6-1cd8-48d5-be40-782b988e3153","family","Form 28C","Continuing Record / Trial Record Form","trial","ambiguous-official-identity","Sept. 1, 2005","","user-facing catalogue record","provenance-missing","Official page form number matched, but the page title does not exactly match the catalogue title."
"709ee8a6-8888-4cea-b9c9-91211768b00c","family","Form 28C","Writ of Temporary Seizure","enforcement","verified-catalogue-source","Sept. 1, 2005","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"4895a00d-088b-4614-b899-4e96b8b46acd","family","Form 29","Request for Garnishment","enforcement","verified-catalogue-source","April 12, 2016","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"39c57082-1e93-4171-bb21-167105d25fc3","family","Form 29A","Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"a59271c7-4b42-495b-b726-944d49445f80","family","Form 29A","Notice of Garnishment (Lump-Sum Debt)","enforcement","verified-catalogue-source","April 12, 2016","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"bdf65a0a-84da-4427-b53d-beeeee64b48e","family","Form 29B","Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"c497607d-e4c0-42ee-9ae5-6f7eac657bc8","family","Form 29B","Notice of Garnishment (Periodic Debt)","enforcement","verified-catalogue-source","April 12, 2016","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"55ff5834-acec-40e7-84c8-eb66cb18c406","family","Form 29C","Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"e6effcaf-e8c6-40f8-a7ee-04b0339dc108","family","Form 29C","Notice to Co-owner of Debt","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"d6d4c162-1e9a-4388-9c43-605bdacd56cf","family","Form 29D","Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"296f30c1-fc75-4239-97a6-31e03996e588","family","Form 29D","Statutory","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"9f384c55-6755-4786-b3d0-58034418da12","family","Form 29E","Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"43638d6b-5600-4fc1-a771-bf20bea071bf","family","Form 29E","Dispute (Payor)","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"45b753ef-3f44-49f2-ba60-cce6c38190c4","family","Form 29F","Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"456cd820-5790-48c2-93cc-1d6477ff09ca","family","Form 29F","Dispute (Garnishee)","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"0cac5929-af8c-4dca-af58-d496ecfd3613","family","Form 29G","Dispute (Co-owner of Debt)","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"b60e6f39-1b8e-496c-837a-52992379ab50","family","Form 29H","Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"a5690d33-1639-4e17-a9d5-12cadc29d7a3","family","Form 29H","Notice of Garnishment Hearing","enforcement","verified-catalogue-source","Sept. 1, 2005","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"7a90008d-865d-4cc4-a3bf-63f2a46ad828","family","Form 29I","Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"ef69c606-bc84-459f-9d3b-1cd66ac97ab0","family","Form 29I","Notice to Stop Garnishment","enforcement","verified-catalogue-source","Sept. 1, 2005","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"b95a2801-99e3-482d-84e5-59a8a7024524","family","Form 29J","Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"1886630e-4aae-40e5-b0df-ae922884c08f","family","Form 29J","Statement to Garnishee Financial Institution re Support","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"6cca99a4-9293-48b1-ba38-c730cee1d416","family","Form 30","Adoption Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"c9f7940f-8800-4b34-b041-458a0ef02c0c","family","Form 30","Notice of Default Hearing","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"295d9f45-cec4-4728-bdff-aca7f02d204c","family","Form 30A","Adoption Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"49085d71-cc56-4698-9f33-a8b90c8ee92e","family","Form 30A","Request for Default Hearing","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"92a421a3-412b-47c5-8709-c9da8d72b10d","family","Form 30B","Adoption Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"80fcb106-ca52-493b-9fcb-dc213d053bd0","family","Form 30B","Default Dispute","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"2c08c7df-f2d2-4ff2-8306-19db998c9c54","family","Form 31","Contempt Motion","motion","ambiguous-official-identity","Sept. 1, 2005","","user-facing catalogue record","provenance-missing","Official page form number matched, but the page title does not exactly match the catalogue title."
"de9a377d-ab1d-4e4c-a462-c532a7c3ec21","family","Form 31","Notice of Contempt Motion","motion","verified-catalogue-source","Sept. 1, 2005","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"ba6530b4-77e5-4cff-aaea-820a988bae0b","family","Form 32","1 Request to Enforce a Family Arbitration Award","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"85a40ed6-2ff2-4340-8dcc-84fba5fa7986","family","Form 32","1A Dispute of Request for Enforcement","enforcement","ambiguous-official-identity","Sept. 1, 2005","","user-facing catalogue record","provenance-missing","Official page form number matched, but the page title does not exactly match the catalogue title."
"378e58a8-d2f4-4911-9ef9-9a8249001ed7","family","Form 32","Bond (Recognizance)","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"ec4d4031-ed4b-441a-9435-2c2dd9b6a125","family","Form 32","Child Protection / Warrant Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"a8489801-ffcc-4bbb-ac86-b1f916cf5551","family","Form 32.1","Dec20","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"268b6fc8-1f73-454d-9231-fa4679d7876a","family","Form 32.1A","Child Protection / Warrant Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"5dd476eb-4607-4a4d-ac4c-b5083d4f85aa","family","Form 32A","Child Protection / Warrant Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"70e3ac03-88c8-4602-b950-d084a8378e26","family","Form 32A","Notice of Forfeiture Motion","motion","verified-catalogue-source","Sept. 1, 2005","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"4f4bd9e2-b8c0-4491-8330-8311695416e6","family","Form 32B","Child Protection / Warrant Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"b40c7112-92fa-4832-a7c0-902f25e6e30c","family","Form 32B","Warrant for Arrest","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"e6dc6fc1-5384-4735-aa41-194e736a58fb","family","Form 32C","Affidavit for Warrant of Committal","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"55f2a6ff-dab9-4b80-90b1-0b1def108e89","family","Form 32C","Child Protection / Warrant Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"a1a441e5-3da1-4375-b014-1786ba1ede26","family","Form 32D","Child Protection / Warrant Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"6ac4655a-579d-46aa-a3e8-8574e60056e0","family","Form 32D","Warrant of Committal","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"a202fefb-8bb7-43c5-89ae-d00d336da851","family","Form 33","Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"c8ea7b03-446e-44c4-89d7-9eecf1ba2b89","family","Form 33","Information for warrant to bring a child to a place of safety","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"004101e2-0007-4d3d-9202-2685cc2c871e","family","Form 33A","Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"4c994057-eebe-40df-9b61-616530693e32","family","Form 33A","Warrant to bring a child to a place of safety","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"c51b3a08-0498-486b-8f3b-cfdc1f673ae3","family","Form 33B","1 Answer and plan of care (parties other than Children’s Aid Society)","responding","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"60ce82ea-2744-4628-adfa-8ac8840a00c8","family","Form 33B","Plan of care for child(ren) (Children’s Aid Society)","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"c6f9adc5-a435-4564-a3ce-9b7105ce0720","family","Form 33B.1","Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"4e2e7d7b-bd3e-4cd7-8732-8f5e0d92e625","family","Form 33B.2","Answer (Child, Youth and Family Services Act, 2017 cases other than child protection and status review)","responding","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"5730dd39-3a4e-4712-8c59-c900a02ba6f7","family","Form 33B.2","Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"2838edd3-11d5-488b-b784-cdb53c6e3db3","family","Form 33C","Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"ba65dd67-a041-4af8-a646-adddf46b9b4b","family","Form 33C","Statement of agreed facts (child protection)","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"cddd08b1-be17-413a-a9e1-9a5e839dcb55","family","Form 33D","Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"2a23a1e1-2b38-44e5-9105-cfbe95fef1df","family","Form 33D","Statement of agreed facts (status review)","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"058a9435-6987-4f05-b70a-2d26f971e4c1","family","Form 33E","Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"438e0f4a-abfc-4a66-865c-cdf6c03bc5bc","family","Form 33E","Child’s Consent to Secure Treatment","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"2e20c149-94c1-42c2-b045-ae5fd828e212","family","Form 33F","Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"6a8373f4-f7a5-4a69-bc93-052113903241","family","Form 33F","Consent to Secure Treatment (Person Other than Child)","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"0efe182c-33c7-446e-b1d5-1a0ad51ef112","family","Form 34","Assessment / Child Protection Form","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"876d08ae-8a73-4da0-a8a0-0f8347d27508","family","Form 34","Child's Consent to Adoption","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"a911edbd-91e9-4886-8154-deb482ed764d","family","Form 34A","Affidavit of parentage","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
